,ensembl_gene_id,p_val,avg_logFC,pct.1(treatment),pct.2(control),p_val_adj,mgi_symbol,description
17,ENSMUSG00000000982,1.45E-10,Inf,0.045,1,2.90E-07,Ccl3,chemokine (C-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:98260]
677,ENSMUSG00000027562,1.45E-10,-308.8020215,0.045,1,2.90E-07,Car2,carbonic anhydrase 2 [Source:MGI Symbol;Acc:MGI:88269]
711,ENSMUSG00000028222,1.45E-10,190.5353071,0.045,1,2.90E-07,Calb1,calbindin 1 [Source:MGI Symbol;Acc:MGI:88248]
732,ENSMUSG00000028497,1.45E-10,184.9959884,0.045,1,2.90E-07,Hacd4,3-hydroxyacyl-CoA dehydratase 4 [Source:MGI Symbol;Acc:MGI:1914025]
1340,ENSMUSG00000045731,1.45E-10,-1.567633069,0.045,1,2.90E-07,Pnoc,prepronociceptin [Source:MGI Symbol;Acc:MGI:105308]
1388,ENSMUSG00000049001,1.45E-10,394.3576675,0.045,1,2.90E-07,Ndnf,neuron-derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1915419]
1560,ENSMUSG00000060791,1.45E-10,131.7832734,0.045,1,2.90E-07,Gmfg,"glia maturation factor, gamma [Source:MGI Symbol;Acc:MGI:1927135]"
1734,ENSMUSG00000085274,1.45E-10,223.6647324,0.045,1,2.90E-07,BC046401,cDNA sequence BC046401 [Source:MGI Symbol;Acc:MGI:2683561]
1764,ENSMUSG00000092083,1.45E-10,19.63877129,0.045,1,2.90E-07,Kcnb2,"potassium voltage gated channel, Shab-related subfamily, member 2 [Source:MGI Symbol;Acc:MGI:99632]"
928,ENSMUSG00000032085,1.77E-10,591.3009498,0.045,1,3.54E-07,Tagln,transgelin [Source:MGI Symbol;Acc:MGI:106012]
1627,ENSMUSG00000067586,1.77E-10,166.4113948,0.045,1,3.54E-07,S1pr3,sphingosine-1-phosphate receptor 3 [Source:MGI Symbol;Acc:MGI:1339365]
1731,ENSMUSG00000083844,1.77E-10,263.7327569,0.045,1,3.54E-07,Ube2d-ps,"ubiquitin-conjugating enzyme E2D, pseudogene [Source:MGI Symbol;Acc:MGI:1913774]"
1781,ENSMUSG00000096992,1.77E-10,-2.784221558,0.045,1,3.54E-07,Gm26788,"predicted gene, 26788 [Source:MGI Symbol;Acc:MGI:5477282]"
165,ENSMUSG00000015852,2.16E-10,242.4956822,0.045,1,4.33E-07,Fcrls,"Fc receptor-like S, scavenger receptor [Source:MGI Symbol;Acc:MGI:1933397]"
403,ENSMUSG00000022440,2.16E-10,7.008949386,0.045,1,4.33E-07,C1qtnf6,C1q and tumor necrosis factor related protein 6 [Source:MGI Symbol;Acc:MGI:1919959]
835,ENSMUSG00000030350,2.16E-10,443.1059504,0.045,1,4.33E-07,Prmt8,protein arginine N-methyltransferase 8 [Source:MGI Symbol;Acc:MGI:3043083]
1687,ENSMUSG00000073910,2.16E-10,0.316103031,0.045,1,4.33E-07,Mob3b,MOB kinase activator 3B [Source:MGI Symbol;Acc:MGI:2664539]
102,ENSMUSG00000005823,2.64E-10,114.6375454,0.045,1,5.27E-07,Gpr108,G protein-coupled receptor 108 [Source:MGI Symbol;Acc:MGI:1925558]
305,ENSMUSG00000021209,2.64E-10,3.130231991,0.045,1,5.27E-07,Ppp4r4,"protein phosphatase 4, regulatory subunit 4 [Source:MGI Symbol;Acc:MGI:1921771]"
747,ENSMUSG00000028656,2.64E-10,-0.960288882,0.045,1,5.27E-07,Cap1,"CAP, adenylate cyclase-associated protein 1 (yeast) [Source:MGI Symbol;Acc:MGI:88262]"
857,ENSMUSG00000030737,2.64E-10,-0.989471965,0.045,1,5.27E-07,Slco2b1,"solute carrier organic anion transporter family, member 2b1 [Source:MGI Symbol;Acc:MGI:1351872]"
1282,ENSMUSG00000042129,2.64E-10,203.2357259,0.045,1,5.27E-07,Rassf4,Ras association (RalGDS/AF-6) domain family member 4 [Source:MGI Symbol;Acc:MGI:2386853]
140,ENSMUSG00000011306,3.21E-10,-3.148216703,0.045,1,6.43E-07,Sugp1,SURP and G patch domain containing 1 [Source:MGI Symbol;Acc:MGI:1917866]
398,ENSMUSG00000022386,3.91E-10,100.3033325,0.045,1,7.82E-07,Trmu,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase [Source:MGI Symbol;Acc:MGI:1919276]
1488,ENSMUSG00000055972,3.91E-10,Inf,0.045,1,7.82E-07,2810407A14Rik,RIKEN cDNA 2810407A14 gene [Source:MGI Symbol;Acc:MGI:1917461]
740,ENSMUSG00000028581,4.76E-10,195.5842284,0.045,1,9.51E-07,Laptm5,lysosomal-associated protein transmembrane 5 [Source:MGI Symbol;Acc:MGI:108046]
1505,ENSMUSG00000057098,4.76E-10,28.22557057,0.045,1,9.51E-07,Ebf1,early B cell factor 1 [Source:MGI Symbol;Acc:MGI:95275]
1539,ENSMUSG00000059498,4.76E-10,124.8178525,0.045,1,9.51E-07,Fcgr3,"Fc receptor, IgG, low affinity III [Source:MGI Symbol;Acc:MGI:95500]"
246,ENSMUSG00000020181,4.95E-10,59.02115759,0.068,1,9.90E-07,Nav3,neuron navigator 3 [Source:MGI Symbol;Acc:MGI:2183703]
506,ENSMUSG00000024517,4.95E-10,23.17019977,0.068,1,9.90E-07,Grp,gastrin releasing peptide [Source:MGI Symbol;Acc:MGI:95833]
1433,ENSMUSG00000052305,4.95E-10,6.825313447,0.068,1,9.90E-07,Hbb-bs,"hemoglobin, beta adult s chain [Source:MGI Symbol;Acc:MGI:5474852]"
1629,ENSMUSG00000067860,4.95E-10,172.9186332,0.068,1,9.90E-07,Zic3,zinc finger protein of the cerebellum 3 [Source:MGI Symbol;Acc:MGI:106676]
1817,ENSMUSG00000103891,4.95E-10,160.0337835,0.068,1,9.90E-07,Gm37941,"predicted gene, 37941 [Source:MGI Symbol;Acc:MGI:5611169]"
808,ENSMUSG00000029843,5.26E-10,-9.759567422,0.023,0.9,1.05E-06,Slc13a4,"solute carrier family 13 (sodium/sulfate symporters), member 4 [Source:MGI Symbol;Acc:MGI:2442367]"
35,ENSMUSG00000001755,5.78E-10,130.2834353,0.045,1,1.16E-06,Coasy,Coenzyme A synthase [Source:MGI Symbol;Acc:MGI:1918993]
927,ENSMUSG00000032077,5.78E-10,1.756532372,0.045,1,1.16E-06,Bud13,BUD13 homolog [Source:MGI Symbol;Acc:MGI:2443443]
1173,ENSMUSG00000038642,5.78E-10,157.8443922,0.045,1,1.16E-06,Ctss,cathepsin S [Source:MGI Symbol;Acc:MGI:107341]
199,ENSMUSG00000018930,5.98E-10,590.213727,0.068,1,1.20E-06,Ccl4,chemokine (C-C motif) ligand 4 [Source:MGI Symbol;Acc:MGI:98261]
292,ENSMUSG00000020928,5.98E-10,491.7949913,0.068,1,1.20E-06,Higd1b,"HIG1 domain family, member 1B [Source:MGI Symbol;Acc:MGI:1922939]"
57,ENSMUSG00000003134,5.99E-10,125.1030386,0.114,0,1.20E-06,Tbc1d8,"TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]"
245,ENSMUSG00000020175,5.99E-10,123.6959892,0.114,0,1.20E-06,Rab36,"RAB36, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1924127]"
300,ENSMUSG00000021066,5.99E-10,39.74055691,0.114,0,1.20E-06,Atl1,atlastin GTPase 1 [Source:MGI Symbol;Acc:MGI:1921241]
803,ENSMUSG00000029765,5.99E-10,469.5361634,0.114,0,1.20E-06,Plxna4,plexin A4 [Source:MGI Symbol;Acc:MGI:2179061]
1235,ENSMUSG00000040250,5.99E-10,48.65591338,0.114,0,1.20E-06,Ints13,integrator complex subunit 13 [Source:MGI Symbol;Acc:MGI:1918427]
1364,ENSMUSG00000047635,5.99E-10,317.4809491,0.114,0,1.20E-06,2810006K23Rik,RIKEN cDNA 2810006K23 gene [Source:MGI Symbol;Acc:MGI:1919900]
1402,ENSMUSG00000050088,5.99E-10,64.35411492,0.114,0,1.20E-06,1600012H06Rik,RIKEN cDNA 1600012H06 gene [Source:MGI Symbol;Acc:MGI:1915162]
1528,ENSMUSG00000058624,5.99E-10,76.6437309,0.114,0,1.20E-06,Gda,guanine deaminase [Source:MGI Symbol;Acc:MGI:95678]
631,ENSMUSG00000026787,6.82E-10,-9.762251042,0.091,1,1.36E-06,Gad2,glutamic acid decarboxylase 2 [Source:MGI Symbol;Acc:MGI:95634]
397,ENSMUSG00000022371,7.02E-10,355.694993,0.045,1,1.40E-06,Col14a1,"collagen, type XIV, alpha 1 [Source:MGI Symbol;Acc:MGI:1341272]"
624,ENSMUSG00000026709,7.02E-10,238.2439031,0.045,1,1.40E-06,Dars2,aspartyl-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2442510]
1142,ENSMUSG00000037784,7.02E-10,-0.277478348,0.045,1,1.40E-06,Dzip1l,DAZ interacting protein 1-like [Source:MGI Symbol;Acc:MGI:1919757]
1297,ENSMUSG00000042814,7.02E-10,314.1786369,0.045,1,1.40E-06,Mcts2,malignant T cell amplified sequence 2 [Source:MGI Symbol;Acc:MGI:1913655]
1371,ENSMUSG00000048027,7.02E-10,83.7694992,0.045,1,1.40E-06,Rgmb,repulsive guidance molecule family member B [Source:MGI Symbol;Acc:MGI:1916049]
1674,ENSMUSG00000071342,7.02E-10,233.7896868,0.045,1,1.40E-06,Lsmem1,leucine-rich single-pass membrane protein 1 [Source:MGI Symbol;Acc:MGI:2685735]
1815,ENSMUSG00000103803,7.02E-10,228.276118,0.045,1,1.40E-06,Gm37064,"predicted gene, 37064 [Source:MGI Symbol;Acc:MGI:5610292]"
1820,ENSMUSG00000104205,7.02E-10,127.3382669,0.045,1,1.40E-06,Gm37396,"predicted gene, 37396 [Source:MGI Symbol;Acc:MGI:5610624]"
478,ENSMUSG00000024168,8.51E-10,77.28675103,0.045,1,1.70E-06,Tmem204,transmembrane protein 204 [Source:MGI Symbol;Acc:MGI:3039635]
1210,ENSMUSG00000039497,8.51E-10,68.81235141,0.045,1,1.70E-06,Dse,dermatan sulfate epimerase [Source:MGI Symbol;Acc:MGI:2443455]
1436,ENSMUSG00000052423,8.51E-10,Inf,0.045,1,1.70E-06,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1928767]"
350,ENSMUSG00000021779,8.70E-10,349.0201157,0.068,1,1.74E-06,Thrb,thyroid hormone receptor beta [Source:MGI Symbol;Acc:MGI:98743]
367,ENSMUSG00000021998,8.70E-10,-7.052914388,0.068,1,1.74E-06,Lcp1,lymphocyte cytosolic protein 1 [Source:MGI Symbol;Acc:MGI:104808]
36,ENSMUSG00000001827,1.03E-09,0.584814132,0.045,1,2.06E-06,Folr1,folate receptor 1 (adult) [Source:MGI Symbol;Acc:MGI:95568]
91,ENSMUSG00000005124,1.03E-09,406.3428514,0.045,1,2.06E-06,Ccn4,cellular communication network factor 4 [Source:MGI Symbol;Acc:MGI:1197008]
206,ENSMUSG00000019791,1.03E-09,576.5098267,0.045,1,2.06E-06,Hint3,histidine triad nucleotide binding protein 3 [Source:MGI Symbol;Acc:MGI:1914097]
459,ENSMUSG00000023921,1.03E-09,301.9102744,0.045,1,2.06E-06,Mmut,methylmalonyl-Coenzyme A mutase [Source:MGI Symbol;Acc:MGI:97239]
464,ENSMUSG00000023992,1.03E-09,50.2067459,0.045,1,2.06E-06,Trem2,triggering receptor expressed on myeloid cells 2 [Source:MGI Symbol;Acc:MGI:1913150]
511,ENSMUSG00000024621,1.03E-09,22.08677953,0.045,1,2.06E-06,Csf1r,colony stimulating factor 1 receptor [Source:MGI Symbol;Acc:MGI:1339758]
597,ENSMUSG00000026269,1.03E-09,17.67934466,0.045,1,2.06E-06,Rnpepl1,arginyl aminopeptidase (aminopeptidase B)-like 1 [Source:MGI Symbol;Acc:MGI:1914170]
651,ENSMUSG00000027188,1.03E-09,301.3455747,0.045,1,2.06E-06,Pamr1,peptidase domain containing associated with muscle regeneration 1 [Source:MGI Symbol;Acc:MGI:2445082]
702,ENSMUSG00000028076,1.03E-09,66.26016849,0.045,1,2.06E-06,Cd1d1,CD1d1 antigen [Source:MGI Symbol;Acc:MGI:107674]
786,ENSMUSG00000029380,1.03E-09,304.7015472,0.045,1,2.06E-06,Cxcl1,chemokine (C-X-C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:108068]
936,ENSMUSG00000032198,1.03E-09,84.05751645,0.045,1,2.06E-06,Dock6,dedicator of cytokinesis 6 [Source:MGI Symbol;Acc:MGI:1914789]
968,ENSMUSG00000032551,1.03E-09,154.877723,0.045,1,2.06E-06,1110059G10Rik,RIKEN cDNA 1110059G10 gene [Source:MGI Symbol;Acc:MGI:1913452]
1031,ENSMUSG00000034532,1.03E-09,189.7079475,0.045,1,2.06E-06,Fbxo16,F-box protein 16 [Source:MGI Symbol;Acc:MGI:1354706]
1075,ENSMUSG00000036169,1.03E-09,56.90750891,0.045,1,2.06E-06,Sostdc1,sclerostin domain containing 1 [Source:MGI Symbol;Acc:MGI:1913292]
1083,ENSMUSG00000036353,1.03E-09,305.1886916,0.045,1,2.06E-06,P2ry12,"purinergic receptor P2Y, G-protein coupled 12 [Source:MGI Symbol;Acc:MGI:1918089]"
1084,ENSMUSG00000036362,1.03E-09,177.0486148,0.045,1,2.06E-06,P2ry13,"purinergic receptor P2Y, G-protein coupled 13 [Source:MGI Symbol;Acc:MGI:1921441]"
1194,ENSMUSG00000039145,1.03E-09,138.886731,0.045,1,2.06E-06,Camk1d,calcium/calmodulin-dependent protein kinase ID [Source:MGI Symbol;Acc:MGI:2442190]
1421,ENSMUSG00000051232,1.03E-09,146.4927575,0.045,1,2.06E-06,Tmem199,transmembrane protein 199 [Source:MGI Symbol;Acc:MGI:2144113]
