"","ensembl_gene_id","p_val","avg_logFC","pct.1(treatment)","pct.2(control)","p_val_adj","mgi_symbol","description"
"78","ENSMUSG00000004151",0.000486873162480113,-9.09351391319393,0.217,1,0.973746324960226,"Etv1","ets variant 1 [Source:MGI Symbol;Acc:MGI:99254]"
"79","ENSMUSG00000004317",0.292875573526955,197.053984017767,0.13,0.429,1,"Clcn5","chloride channel, voltage-sensitive 5 [Source:MGI Symbol;Acc:MGI:99486]"
"80","ENSMUSG00000004383",0.0141166989824618,48.9274769096777,0.13,0.857,1,"Large1","LARGE xylosyl- and glucuronyltransferase 1 [Source:MGI Symbol;Acc:MGI:1342270]"
"81","ENSMUSG00000004393",6.56802449209372e-05,348.303562224974,0.087,1,0.131360489841874,"Ddx56","DEAD (Asp-Glu-Ala-Asp) box polypeptide 56 [Source:MGI Symbol;Acc:MGI:1277172]"
"82","ENSMUSG00000004530",0.291024867146475,102.652120555597,0.522,0.571,1,"Coro1c","coronin, actin binding protein 1C [Source:MGI Symbol;Acc:MGI:1345964]"
"83","ENSMUSG00000004558",0.000732410634379164,34.9103743273274,0.217,1,1,"Ndrg2","N-myc downstream regulated gene 2 [Source:MGI Symbol;Acc:MGI:1352498]"
"84","ENSMUSG00000004565",4.26305412821047e-06,51.8633476910181,0.043,1,0.00852610825642094,"Pnpla6","patatin-like phospholipase domain containing 6 [Source:MGI Symbol;Acc:MGI:1354723]"
"85","ENSMUSG00000004610",0.0409660866235473,-79.3113143117869,0.348,0.286,1,"Etfb","electron transferring flavoprotein, beta polypeptide [Source:MGI Symbol;Acc:MGI:106098]"
"86","ENSMUSG00000004631",0.406286241457296,-136.052575530164,0.217,0.429,1,"Sgce","sarcoglycan, epsilon [Source:MGI Symbol;Acc:MGI:1329042]"
"87","ENSMUSG00000004642",0.766472796087188,Inf,0.652,0.571,1,"Slbp","stem-loop binding protein [Source:MGI Symbol;Acc:MGI:108402]"
"88","ENSMUSG00000004843",0.0929202862964823,-21.6948165146879,0.261,0.857,1,"Chmp2b","charged multivesicular body protein 2B [Source:MGI Symbol;Acc:MGI:1916192]"
"89","ENSMUSG00000004892",0.000443344620284025,48.7162754394372,0.304,1,0.886689240568049,"Bcan","brevican [Source:MGI Symbol;Acc:MGI:1096385]"
"90","ENSMUSG00000005057",0.000258884741644734,3.5622337063316,0.043,0.143,0.517769483289468,"Sh2b2","SH2B adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1345171]"
"91","ENSMUSG00000005089",0.00341845740312786,48.8828951940734,0.304,1,1,"Slc1a2","solute carrier family 1 (glial high affinity glutamate transporter), member 2 [Source:MGI Symbol;Acc:MGI:101931]"
"92","ENSMUSG00000005124",4.26305412821047e-06,17.7886100274021,0.043,1,0.00852610825642094,"Ccn4","cellular communication network factor 4 [Source:MGI Symbol;Acc:MGI:1197008]"
"93","ENSMUSG00000005142",0.0078739031903869,Inf,0.217,1,1,"Man2b1","mannosidase 2, alpha B1 [Source:MGI Symbol;Acc:MGI:107286]"
"94","ENSMUSG00000005233",4.67863750307938e-07,-12.014871253316,0.043,1,0.000935727500615876,"Spc25","SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913692]"
"95","ENSMUSG00000005470",0.000359602524274089,143.972620424951,0.087,0.143,0.719205048548177,"Asf1b","anti-silencing function 1B histone chaperone [Source:MGI Symbol;Acc:MGI:1914179]"
"96","ENSMUSG00000005583",0.0333168194952669,Inf,0.478,1,1,"Mef2c","myocyte enhancer factor 2C [Source:MGI Symbol;Acc:MGI:99458]"
"97","ENSMUSG00000005615",0.0232143920922182,185.437065335964,0.217,0.857,1,"Pcyt1a","phosphate cytidylyltransferase 1, choline, alpha isoform [Source:MGI Symbol;Acc:MGI:88557]"
"98","ENSMUSG00000005621",3.14500332094411e-06,-55.5802251949982,0.043,1,0.00629000664188821,"Zfp592","zinc finger protein 592 [Source:MGI Symbol;Acc:MGI:2443541]"
"99","ENSMUSG00000005656",0.413141245089813,346.918623562645,0.435,0.571,1,"Snx6","sorting nexin 6 [Source:MGI Symbol;Acc:MGI:1919433]"
"100","ENSMUSG00000005686",0.000565425316458617,147.691347099017,0.13,1,1,"Ampd3","adenosine monophosphate deaminase 3 [Source:MGI Symbol;Acc:MGI:1096344]"
"101","ENSMUSG00000005803",1.2183152937176e-07,-14.2215375646866,0,1,0.00024366305874352,"Sqor","sulfide quinone oxidoreductase [Source:MGI Symbol;Acc:MGI:1929899]"
"102","ENSMUSG00000005804",0.000535888262211332,57.401391240234,0.174,0.143,1,"Bloc1s6","biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:MGI Symbol;Acc:MGI:1927580]"
"103","ENSMUSG00000005823",1.2183152937176e-07,-5.84638456879279,0,1,0.00024366305874352,"Gpr108","G protein-coupled receptor 108 [Source:MGI Symbol;Acc:MGI:1925558]"
"104","ENSMUSG00000005871",0.00621316480108906,165.54433277359,0.478,1,1,"Apc","APC, WNT signaling pathway regulator [Source:MGI Symbol;Acc:MGI:88039]"
"105","ENSMUSG00000005881",0.0173508050726561,14.4723308332938,0.391,1,1,"Ergic3","ERGIC and golgi 3 [Source:MGI Symbol;Acc:MGI:1913616]"
"106","ENSMUSG00000005897",4.26305412821047e-06,404.295875542645,0.043,1,0.00852610825642094,"Nr2c1","nuclear receptor subfamily 2, group C, member 1 [Source:MGI Symbol;Acc:MGI:1352465]"
"107","ENSMUSG00000005973",0.292875573526955,5.53929230533104,0.13,0.429,1,"Rcn1","reticulocalbin 1 [Source:MGI Symbol;Acc:MGI:104559]"
"108","ENSMUSG00000006024",0.00547668538030773,72.9081555235739,0.348,1,1,"Napa","N-ethylmaleimide sensitive fusion protein attachment protein alpha [Source:MGI Symbol;Acc:MGI:104563]"
"109","ENSMUSG00000006289",1.33510554849239e-05,239.139169736141,0.087,1,0.0267021109698478,"Osgep","O-sialoglycoprotein endopeptidase [Source:MGI Symbol;Acc:MGI:1913496]"
"110","ENSMUSG00000006360",0.00232702416829551,168.6640952785,0.217,1,1,"Crip1","cysteine-rich protein 1 (intestinal) [Source:MGI Symbol;Acc:MGI:88501]"
"111","ENSMUSG00000006386",1.0112826933069e-05,251.274240612138,0.087,1,0.020225653866138,"Tek","TEK receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:98664]"
"112","ENSMUSG00000006398",1.2183152937176e-07,-1.74795185962874,0,1,0.00024366305874352,"Cdc20","cell division cycle 20 [Source:MGI Symbol;Acc:MGI:1859866]"
"113","ENSMUSG00000006494",0.000454699785309753,177.202624255232,0.13,1,0.909399570619507,"Pdk1","pyruvate dehydrogenase kinase, isoenzyme 1 [Source:MGI Symbol;Acc:MGI:1926119]"
"114","ENSMUSG00000006517",1.2183152937176e-07,-5.69665632180691,0,1,0.00024366305874352,"Mvd","mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327]"
"115","ENSMUSG00000006526",0.00132245961999871,Inf,0.217,1,1,"Stimate","STIM activating enhancer [Source:MGI Symbol;Acc:MGI:1921500]"
"116","ENSMUSG00000006599",0.587820650342374,231.311879477901,0.261,0.571,1,"Gtf2h1","general transcription factor II H, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1277216]"
"117","ENSMUSG00000006641",1.0112826933069e-05,9.16764504441926,0.087,1,0.020225653866138,"Slc5a6","solute carrier family 5 (sodium-dependent vitamin transporter), member 6 [Source:MGI Symbol;Acc:MGI:2660847]"
"118","ENSMUSG00000006717",0.1039516420118,74.2523887600167,0.261,0.857,1,"Acot13","acyl-CoA thioesterase 13 [Source:MGI Symbol;Acc:MGI:1914084]"
"119","ENSMUSG00000006782",0.00014569746032814,11.9500551617196,0.13,1,0.291394920656279,"Cnp","2',3'-cyclic nucleotide 3' phosphodiesterase [Source:MGI Symbol;Acc:MGI:88437]"
"120","ENSMUSG00000006800",0.000565425316458617,97.7047472928895,0.13,1,1,"Sulf2","sulfatase 2 [Source:MGI Symbol;Acc:MGI:1919293]"
"121","ENSMUSG00000007038",0.11586347323152,-10.4450640551746,0.087,0.714,1,"Neu1","neuraminidase 1 [Source:MGI Symbol;Acc:MGI:97305]"
"122","ENSMUSG00000007613",0.00482660758560709,221.771407379277,0.261,1,1,"Tgfbr1","transforming growth factor, beta receptor I [Source:MGI Symbol;Acc:MGI:98728]"
"123","ENSMUSG00000007812",0.0231918702099652,313.861454664968,0.174,0.286,1,"Zfp655","zinc finger protein 655 [Source:MGI Symbol;Acc:MGI:1919861]"
"124","ENSMUSG00000007827",0.000419772330835014,-26.0523684567074,0.043,0.857,0.839544661670028,"Ankrd26","ankyrin repeat domain 26 [Source:MGI Symbol;Acc:MGI:1917887]"
"125","ENSMUSG00000007872",0.1911193125868,301.492994203404,0.522,1,1,"Id3","inhibitor of DNA binding 3 [Source:MGI Symbol;Acc:MGI:96398]"
"126","ENSMUSG00000008206",0.00114603552464085,190.689472877602,0.261,1,1,"Cers4","ceramide synthase 4 [Source:MGI Symbol;Acc:MGI:1914510]"
"127","ENSMUSG00000008384",0.349806938362298,449.353389667538,0.13,0.429,1,"Sertad1","SERTA domain containing 1 [Source:MGI Symbol;Acc:MGI:1913438]"
"128","ENSMUSG00000008435",1,78.3334671148452,0.13,0.571,1,"Rdh13","retinol dehydrogenase 13 (all-trans and 9-cis) [Source:MGI Symbol;Acc:MGI:1918732]"
"129","ENSMUSG00000008489",1.0112826933069e-05,-18.9414322692843,0.087,1,0.020225653866138,"Elavl2","ELAV like RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1100887]"
"130","ENSMUSG00000008540",0.00014569746032814,461.3875190333,0.13,1,0.291394920656279,"Mgst1","microsomal glutathione S-transferase 1 [Source:MGI Symbol;Acc:MGI:1913850]"
"131","ENSMUSG00000008575",0.840605338485976,Inf,0.522,0.857,1,"Nfib","nuclear factor I/B [Source:MGI Symbol;Acc:MGI:103188]"
"132","ENSMUSG00000008658",0.000812115568553478,10.7707924434919,0.174,1,1,"Rbfox1","RNA binding protein, fox-1 homolog (C. elegans) 1 [Source:MGI Symbol;Acc:MGI:1926224]"
"133","ENSMUSG00000008999",0.00474996165330048,549.749796238205,0.217,1,1,"Bmp7","bone morphogenetic protein 7 [Source:MGI Symbol;Acc:MGI:103302]"
"134","ENSMUSG00000009216",0.000163481525493446,-21.5848789759517,0,0.857,0.326963050986893,"Fam163b","family with sequence similarity 163, member B [Source:MGI Symbol;Acc:MGI:1926106]"
"135","ENSMUSG00000009376",4.26305412821047e-06,64.8927872181968,0.043,1,0.00852610825642094,"Met","met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969]"
"136","ENSMUSG00000009687",6.56802449209372e-05,45.4580218381178,0.087,1,0.131360489841874,"Fxyd5","FXYD domain-containing ion transport regulator 5 [Source:MGI Symbol;Acc:MGI:1201785]"
"137","ENSMUSG00000010066",1.2183152937176e-07,-0.625035646813131,0,1,0.00024366305874352,"Cacna2d2","calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:MGI Symbol;Acc:MGI:1929813]"
"138","ENSMUSG00000010406",0.00160114736355938,-7.09176005880173,0.217,1,1,"Mrpl52","mitochondrial ribosomal protein L52 [Source:MGI Symbol;Acc:MGI:1916086]"
"139","ENSMUSG00000010755",0.242522590774783,198.386660870519,0.13,0.429,1,"Cars","cysteinyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1351477]"
"140","ENSMUSG00000010914",0.00650022578720518,139.707381054156,0.087,0.857,1,"Pdhx","pyruvate dehydrogenase complex, component X [Source:MGI Symbol;Acc:MGI:1351627]"
"141","ENSMUSG00000011306",4.30505891162434e-05,8.43189538231583,0.13,1,0.0861011782324868,"Sugp1","SURP and G patch domain containing 1 [Source:MGI Symbol;Acc:MGI:1917866]"
"142","ENSMUSG00000011831",0.0310254532411394,-40.3467563271002,0.174,0.286,1,"Evi5","ecotropic viral integration site 5 [Source:MGI Symbol;Acc:MGI:104736]"
"143","ENSMUSG00000012350",1.2183152937176e-07,-5.69014587560451,0,1,0.00024366305874352,"Ehf","ets homologous factor [Source:MGI Symbol;Acc:MGI:1270840]"
"144","ENSMUSG00000012640",6.56802449209372e-05,105.276677879775,0.087,1,0.131360489841874,"Zfp715","zinc finger protein 715 [Source:MGI Symbol;Acc:MGI:1917180]"
"145","ENSMUSG00000013465",0.0929202862964823,-120.39036968236,0.261,0.857,1,"Nelfb","negative elongation factor complex member B [Source:MGI Symbol;Acc:MGI:1931035]"
"146","ENSMUSG00000013584",0.255173635190116,Inf,0.391,1,1,"Aldh1a2","aldehyde dehydrogenase family 1, subfamily A2 [Source:MGI Symbol;Acc:MGI:107928]"
"147","ENSMUSG00000013663",0.654646370259759,-285.851238062147,0.609,0.714,1,"Pten","phosphatase and tensin homolog [Source:MGI Symbol;Acc:MGI:109583]"
"148","ENSMUSG00000014329",0.214489150296698,Inf,0.391,1,1,"Bicc1","BicC family RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1933388]"
"149","ENSMUSG00000014361",0.000364481505420943,218.799909148421,0.13,1,0.728963010841886,"Mertk","MER proto-oncogene tyrosine kinase [Source:MGI Symbol;Acc:MGI:96965]"
"150","ENSMUSG00000014426",0.0274834679280254,-5.31761521742511,0.043,0.286,1,"Map3k4","mitogen-activated protein kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1346875]"
"151","ENSMUSG00000014602",5.16556529680938e-06,-30.4078648281858,0.13,1,0.0103311305936188,"Kif1a","kinesin family member 1A [Source:MGI Symbol;Acc:MGI:108391]"
"152","ENSMUSG00000014633",0.0677519098170176,192.047421625203,0.043,0.714,1,"Cmc2","COX assembly mitochondrial protein 2 [Source:MGI Symbol;Acc:MGI:1913781]"
