"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TS6","TS9","TS25","TS22","TS23"
"18","ENSMUSG00000000148",162.041349063853,-0.369174718274527,0.439155899438263,-0.840646154923,0.400546193781686,0.677836202129885,144.097521933031,115.661564882881,273.450294754655,173.744498087375,103.252865661322
"19","ENSMUSG00000000149",2864.70141330647,-0.727955605770675,0.337824219311762,-2.15483545630243,0.0311747125945249,0.277536469740352,3039.55710327487,2283.96752822943,4887.68498876152,2101.3249674341,2010.97247883242
"20","ENSMUSG00000000154",10.6338683996394,-0.253739661450025,0.94240878372257,-0.269245857883178,0.787740493247953,NA,12.3833807911198,4.1805384897427,17.2101584111321,12.0200596161077,7.37520469009445
"21","ENSMUSG00000000167",18.9303811102469,0.65663564135104,0.681796584302368,0.963096114690758,0.335499291396686,0.628131566636829,14.6349045713234,19.5091796187993,12.4295588524843,28.4110500017092,19.6672125069185
"22","ENSMUSG00000000168",8158.63654571227,0.189438341947073,0.256002026153791,0.73998766647757,0.459307478080805,0.726885448990398,6739.93643603949,7862.1993863761,8572.09306861139,8152.87861779815,9466.07521973623
"23","ENSMUSG00000000171",8521.76371426486,-0.26289798736741,0.253368940867104,-1.03760937101325,0.299451953359491,0.597065204163726,8630.09064952042,9321.20731929631,9439.2938285501,8537.5205255136,6680.70624844389
"24","ENSMUSG00000000182",7.78452551319068,-2.81426505586703,1.69785487731542,-1.65754157994754,0.0974100296567507,NA,33.7728567030541,1.39351282991423,0.478059955864781,3.27819807712029,0
"25","ENSMUSG00000000183",141.977438720528,-0.290513964657707,0.37497766149048,-0.774750057117955,0.438487365823043,0.710360725024613,122.708046021096,161.647488270051,174.491883890645,96.1604769288618,154.879298491983
"26","ENSMUSG00000000184",2392.85171669716,0.104511407851477,0.28353624435728,0.368599817241651,0.712426031813946,0.875284177933843,2305.56035092849,2481.84635007725,2181.86563856686,1962.54791550268,3032.4383284105
"27","ENSMUSG00000000194",905.587291459255,-0.198053559813086,0.289187716633645,-0.684861591351712,0.493431264949391,0.74892517083235,905.112559641849,774.793133432314,1182.2422708536,844.682371204661,821.106122163849
"28","ENSMUSG00000000197",88.3015100038899,0.561425887694327,0.389718387140726,1.4405937882823,0.149699476340819,0.453400772266092,64.1684277358028,90.5783339444252,68.3625736886637,101.624140390729,116.774074259829
"29","ENSMUSG00000000204",65.4391758019713,0.518829523968129,0.606143132227449,0.855952161103499,0.392024241191961,0.670238089844907,109.198903339875,34.8378207478558,23.9029977932391,63.3784961576589,95.8776609712279
"30","ENSMUSG00000000223",14.59873255748,0.805988513027454,0.76498657310393,1.05359824781912,0.29206689174852,NA,13.5091426812216,6.96756414957117,12.9076188083491,17.4837230779749,22.1256140702834
"31","ENSMUSG00000000244",28.7081350191224,-0.604809065229285,0.674031029950367,-0.897301516332002,0.369558047587348,0.652918657818108,55.1623326149883,27.8702565982847,17.2101584111321,27.3183173093357,15.9796101618713
"32","ENSMUSG00000000247",2.49053343237845,-0.157222331898477,1.71688941993307,-0.0915739418468811,0.927036555831172,NA,4.50304756040721,1.39351282991423,1.91223982345912,2.18546538474686,2.45840156336482
"33","ENSMUSG00000000253",1619.63984235797,-0.686863682076014,0.326955295325697,-2.10078775874174,0.0356596014954646,0.28632260821229,1716.78688240525,1421.38308651252,2587.2604811402,1374.65772700577,998.111034726116
"34","ENSMUSG00000000266",864.368977909127,0.535055144556661,0.292825165362049,1.82721708325553,0.0676671363054546,0.346407683130729,749.7574188078,862.58444171691,587.535685757816,932.100986594535,1189.86635666857
"35","ENSMUSG00000000275",1038.63166481641,0.0600595752481225,0.275238694450828,0.218209054391704,0.827266230678861,0.934730408598833,1093.11479528885,840.288236438283,1129.17761575261,991.1085519827,1139.46912461959
"36","ENSMUSG00000000276",515.368702718467,0.713192983357694,0.295663060075277,2.41218156632794,0.0158573825074601,0.235922734315784,379.381756964307,491.910028959724,361.413326633775,752.892825045293,591.245575989239
"37","ENSMUSG00000000278",466.407994226377,0.113712873250694,0.283273697995515,0.401424043444,0.688107950445115,0.864819553674492,476.197279513062,466.826798021268,412.565741911306,547.459078879088,428.991072807161
"38","ENSMUSG00000000282",257.648359122589,-0.829194413704944,0.413180029058442,-2.0068598562097,0.0447645873273512,0.306474024721899,279.188948745247,179.763155058936,476.625775997187,197.784617319591,154.879298491983
"39","ENSMUSG00000000290",338.905223883551,-0.0785197046059893,0.321734554647269,-0.244051201438632,0.807191165513551,0.925277911835293,326.470948129523,444.53059274264,269.147755151872,321.263411557788,333.113411835933
"40","ENSMUSG00000000295",45.4930929797312,0.651195582415536,0.474415588170267,1.37262686693554,0.169868375146145,0.47677183942562,37.1501423733595,40.4118720675128,33.9422568663995,65.5639615424057,50.3972320489788
"41","ENSMUSG00000000296",209.930850671676,-0.474043950880645,0.34703534392136,-1.36598176290674,0.171944687578075,0.479056831837528,291.572329536367,242.471232405077,175.926063758239,154.075309624653,185.609318034044
"42","ENSMUSG00000000301",23.3897617093921,-0.80120914035126,0.62878083887718,-1.27422639306565,0.2025831940629,0.509361813775311,25.8925234723415,32.0507950880274,26.7713575284277,17.4837230779749,14.7504093801889
"43","ENSMUSG00000000305",133.89871846932,-0.320931278251271,0.42350898147879,-0.757790961435239,0.448576134185305,0.717382723815074,140.720236262725,85.0042826247682,209.390260668774,111.45873462209,122.920078168241
"44","ENSMUSG00000000308",7.10379499577402,-0.663254299449042,1.11148662729663,-0.596727196855454,0.550689531608731,NA,3.37728567030541,12.5416154692281,9.08313916143084,4.37093076949372,6.14600390841204
"45","ENSMUSG00000000317",955.251490011856,-0.1299553631471,0.268130826232069,-0.484671475388746,0.627909403561188,0.83171724025506,914.118654762664,1024.23192998696,1029.26308497687,793.323934663109,1015.31984566967
"46","ENSMUSG00000000318",180.342180674604,-0.0529417606824559,0.338890752780763,-0.156220729683661,0.875859037415557,0.955614613005804,146.349045713234,225.749078446106,177.360243625834,181.393626933989,170.858908653855
"47","ENSMUSG00000000320",81.7371868167625,1.20187120610004,0.41490090465433,2.89676689690846,0.00377029784295928,0.165294945743413,55.1623326149883,43.1988977273412,62.1477942624215,148.611646162786,99.5652633162751
"48","ENSMUSG00000000325",278.71954820613,-0.958249803775783,0.415191620214435,-2.30797000016733,0.02100080512069,0.249561056936336,289.320805756163,211.813950146963,535.427150568555,211.990142320445,145.045692238524
"49","ENSMUSG00000000326",3397.91419133469,-0.600118281940286,0.249221556033129,-2.407971009781,0.0160414547782643,0.235922734315784,3832.09347390654,3972.90507808548,3995.14705116198,2846.56866363278,2342.85668988667
"50","ENSMUSG00000000339",388.793766163878,-0.0960521657667893,0.282287512578428,-0.340263601777649,0.733658025095325,0.886548420978452,406.400042326751,406.905746334956,384.360204515284,411.960225024783,334.342612617615
"51","ENSMUSG00000000340",2058.81297557162,0.0401018702584818,0.250642724363448,0.159996147346099,0.872884109095029,0.954206593227424,2026.37140218324,2038.70927016452,2042.27213145435,1899.16941934502,2287.54265471096
"52","ENSMUSG00000000346",5420.46162613471,0.0569951227564131,0.255904109780838,0.222720622991264,0.823752949654057,0.933332811453509,4740.58331921869,6156.53968256108,5107.11450850346,5701.87918880455,5396.19143158577
"53","ENSMUSG00000000355",659.213117203345,0.202855864866,0.297766907143244,0.681257251896075,0.495708727247082,0.750632356420237,616.917515775788,765.038543622914,484.752795246888,690.607061580007,738.749669791128
"54","ENSMUSG00000000359",180.162864053885,-0.458373942778512,0.336910979786644,-1.36051945552142,0.173665600470353,0.48057763669486,184.624949976696,213.207462976878,208.912200712909,174.837230779749,119.232475823194
"55","ENSMUSG00000000365",30.5741579363773,0.888495692155485,0.579988662914037,1.53191906836836,0.125542407396391,0.426300737956179,18.0121902416288,33.4443079179416,17.6882183669969,38.24564423307,45.4804289222491
"56","ENSMUSG00000000374",1289.75877596881,-0.098451706350302,0.299587209036177,-0.328624531958616,0.742439503212424,0.89106779984142,1179.79846082669,1093.90757148267,1698.54702318757,1104.75275198954,1371.78807235757
"57","ENSMUSG00000000378",367.153288728784,-0.663139140262085,0.324689221481283,-2.04238113367836,0.0411137396988219,0.299394417033962,364.746852392984,370.674412757186,555.505668714876,302.68695578744,242.152553991434
"58","ENSMUSG00000000384",1014.29388430294,-0.803075577106604,0.3700916021323,-2.16993731411263,0.0300115950848673,0.274952545302278,979.412844388568,817.992031159655,1870.64860729889,780.211142354628,623.204796312981
"59","ENSMUSG00000000386",41.7708405384043,-0.168425027863262,0.541454013397111,-0.311060632474684,0.755754528250471,0.898017230700479,42.7789518238685,61.3145645162263,27.7274774401573,32.7819807712029,44.2512281405667
"60","ENSMUSG00000000392",236.532122053706,0.829907811552172,0.332154158835032,2.49856215699034,0.0124698272261507,0.22203476990443,203.762902108426,199.272334677735,139.593507112516,278.646836555224,361.385029814628
"61","ENSMUSG00000000399",8304.08800137114,-0.197617156832257,0.243896068841957,-0.810251504956855,0.417795641063378,0.694072639639257,8864.24912266159,8213.36461951449,9178.7511526038,8121.18936971932,7142.88574235648
"62","ENSMUSG00000000402",2.17640384099778,0.148234941510066,1.90337041324877,0.0778802383804268,0.937923319146403,NA,4.50304756040721,1.39351282991423,0.478059955864781,3.27819807712029,1.22920078168241
"63","ENSMUSG00000000409",20.5253154809883,-0.370497245747052,0.679517325075614,-0.545235908011358,0.585591278085335,0.806948982226923,16.886428351527,22.2962052786277,28.2055373960221,13.1127923084811,22.1256140702834
"64","ENSMUSG00000000416",22.7997649956818,-0.11213111158854,0.645913119590831,-0.17360091967101,0.862179109203521,0.950541405590901,18.0121902416288,29.2637694281989,23.4249378373743,27.3183173093357,15.9796101618713
"65","ENSMUSG00000000420",3852.6366528791,0.423124305715602,0.261640035891018,1.61720015163064,0.105835083628485,0.39901909523457,3463.96933584325,3756.91058944877,2951.54216750916,4097.74759640036,4993.01357519394
"66","ENSMUSG00000000439",854.349909190119,-0.0720332021026938,0.278436434149565,-0.25870609326939,0.79586201783565,0.91967097169994,726.116419115663,866.764980206653,1020.17994581544,862.166094282635,796.522106530201
"67","ENSMUSG00000000440",403.589182350853,0.0459962276659391,0.334493766622691,0.137509969558933,0.89062771303424,0.962973111127234,506.592850545811,418.05384897427,272.01611488706,402.125630793422,419.157466553701
"68","ENSMUSG00000000441",2373.89861053023,-0.217318911592094,0.285999635012626,-0.759857303952504,0.447339885322219,0.716225985409259,2238.01463752238,2113.95896297989,3190.09408548568,2278.3476635986,2049.07770306457
"69","ENSMUSG00000000486",59.8570845158848,-0.72771232241633,0.479312135351199,-1.51824305863469,0.12895313635116,0.429628404407362,72.0487609665154,45.9859233871697,94.6558712612267,44.8020403873106,41.7928265772019
"70","ENSMUSG00000000489",558.547170188879,-0.646999632332283,0.38888830713287,-1.66371582910881,0.0961692314670602,0.386486857333689,485.203374633877,462.646259531525,1009.66262678642,497.19337502991,338.030214962662
"71","ENSMUSG00000000530",714.082208936863,-0.812365014801515,0.31800469809785,-2.55456922385326,0.0106319286576956,0.214838813093204,830.81227489513,627.080773461405,1128.69955579675,478.616919259562,505.20152127147
"72","ENSMUSG00000000531",213.417540730881,-0.38303186090195,0.330322668276377,-1.15956880253059,0.246224408945844,0.548626331785986,221.775092350055,195.091796187993,288.270153386463,192.320953857724,169.629707872172
"73","ENSMUSG00000000532",480.124839427939,0.117987594746078,0.299406446504294,0.394071657853852,0.69352813521686,0.868277102148749,408.651566106954,402.725207845213,579.88672646398,500.47157310703,508.889123616517
"74","ENSMUSG00000000538",3521.99696337268,-0.229783504500134,0.334736224014611,-0.686461422502345,0.492422183124994,0.748008153065088,3093.59367399975,2693.66030022421,5437.93199796189,3284.75447327453,3100.04437140303
"75","ENSMUSG00000000552",208.553583169723,-1.08597162079955,0.383902721669356,-2.82876770468656,0.00467276022225513,0.178293508695777,263.428282283822,174.189103739279,355.198547207532,144.240715393293,105.711267224687
"76","ENSMUSG00000000555",1108.12222759401,-0.827475193758874,0.380021352148126,-2.1774439490872,0.0294474595775523,0.274952545302278,1066.09650992641,843.075262098111,2116.84948456925,775.840211585135,738.749669791128
"77","ENSMUSG00000000560",2.77117224406848,2.20242532089333,1.65846751020467,1.32798822246541,0.184181997728553,NA,1.1257618901018,1.39351282991423,0.956119911729562,5.46366346186714,4.91680312672963
"78","ENSMUSG00000000561",555.154373414957,0.247162958521594,0.276017652387889,0.89546069384814,0.370540868412126,0.653512965218961,451.430517930823,588.062414223806,510.568032863586,608.652109652,617.058792404569
"79","ENSMUSG00000000562",1.82211478155833,-0.945242662707954,2.3797513334395,-0.397202283039286,0.691218298767049,NA,0,1.39351282991423,5.25865951451259,0,2.45840156336482
"80","ENSMUSG00000000563",25084.7714157448,0.179414983715851,0.300272943810977,0.597506326873038,0.550169384146512,0.786849852590162,25253.0907187636,29490.9120194749,16726.8397957528,28329.0950497811,25623.9194949515
"81","ENSMUSG00000000567",129.199939603939,-0.135262490776741,0.394435679809829,-0.342926610599618,0.731653671930427,0.885352302726801,175.618854855881,136.564257331595,90.8313916143084,131.127923084811,111.857271133099
"82","ENSMUSG00000000568",1848.39386278004,0.302602636188372,0.279680631342919,1.08195778426054,0.279271286739409,0.58062313531006,1633.48050253772,1962.06606451924,1477.20526362217,1773.50515972208,2395.71232349901
"83","ENSMUSG00000000579",35.4467296596789,0.726512698289776,0.51421165211572,1.41286704667338,0.157694819946496,0.463068931842885,28.1440472525451,27.8702565982847,28.2055373960221,42.6165750025637,50.3972320489788
"84","ENSMUSG00000000581",833.688006124587,0.120909815426235,0.309184447205239,0.391060470599848,0.695752538534755,0.869566120261438,853.327512697166,982.426545089534,582.755086199168,948.491976980136,801.43890965693
"85","ENSMUSG00000000594",522.271327753889,-0.0541780238057723,0.327007842439418,-0.165678056531043,0.868410315725223,0.952403417465808,533.611135908254,688.395337977631,370.018405839341,509.213434646018,510.1183243982
"86","ENSMUSG00000000600",1589.9900935692,0.466374281689799,0.311335084338658,1.49798177317689,0.134137986086708,0.435878217297812,1465.74198091255,1708.44672947485,966.159170802723,1719.96125779578,2089.64132886009
"87","ENSMUSG00000000605",2223.44917986902,0.16811440883479,0.272560918027756,0.616795724241254,0.53736947259416,0.777783795723455,1776.45226258064,2052.64439846367,2525.59074683364,2239.00928667316,2523.54920479398
"88","ENSMUSG00000000627",6.96241347869387,0.525576790349696,1.09588204493552,0.47959248240135,0.631517192891668,NA,4.50304756040721,2.78702565982847,10.0392590731604,7.649128846614,9.83360625345927
"89","ENSMUSG00000000628",8161.61085386635,-0.26823420711142,0.257961800028044,-1.03982142736738,0.298422872141202,0.596290578664512,8215.81027396296,7773.01456526159,10277.3329311811,7210.94303697226,7330.95346195388
"90","ENSMUSG00000000631",2908.84058090696,-0.579883931668671,0.345468824197483,-1.67854200162845,0.0932413381129085,0.38238234247057,2770.50001154054,2316.01832331746,4969.91130117026,2332.98429821727,2154.78897028926
"91","ENSMUSG00000000632",23.0856020891746,-0.999122625282124,0.761987287638181,-1.31120642232623,0.189788033164977,0.49620556038997,55.1623326149883,15.3286411290566,16.2540384994026,16.3909903856014,12.2920078168241
"92","ENSMUSG00000000673",3.29759527985888,-0.269481334698657,1.70122445786392,-0.158404338388729,0.874138195400973,NA,0,8.3610769794854,2.39029977932391,3.27819807712029,2.45840156336482
"93","ENSMUSG00000000682",79.194742449516,-0.634264836696114,0.541296183038712,-1.17175191063698,0.241296674965494,0.544872009579597,91.186713098246,147.712359970909,39.2009163809121,69.9348923118994,47.9388304856139
"94","ENSMUSG00000000686",24.7691135353208,-0.0372916743751356,0.626298543379307,-0.0595429683963843,0.952519642335469,0.984430284087017,29.2698091426469,16.7221539589708,28.6835973518869,19.6691884627217,29.5008187603778
"95","ENSMUSG00000000690",1.84687272193565,-1.0754888610445,2.32632483649137,-0.462312418357957,0.643857295450618,NA,0,4.1805384897427,2.86835973518869,2.18546538474686,0
"96","ENSMUSG00000000693",167.476777235502,-0.159127505285721,0.351271823053529,-0.453003898526391,0.650545934279594,0.843414380719217,189.127997537103,128.203180352109,206.043840977721,162.817171163641,151.191696146936
"97","ENSMUSG00000000708",3303.06428740054,0.431722770409731,0.272143324958593,1.58638015639524,0.112653099064975,0.406393854708446,2877.44739110021,3377.8750997121,2441.9302545573,3501.11554636447,4316.95314526862
"98","ENSMUSG00000000711",1942.43535252403,-0.031742055469707,0.260737809115191,-0.121739365600344,0.903105435848518,0.968228302133759,1805.72207172329,1808.77965322867,2262.65777110801,1831.41999241787,2003.59727414233
"99","ENSMUSG00000000730",6.35945876384173,0.697229861927336,1.11362124407859,0.626092457947155,0.531254298848433,NA,7.88033323071262,4.1805384897427,3.34641969105347,6.55639615424057,9.83360625345927
"100","ENSMUSG00000000732",255.352419584153,-0.339832825878994,0.319870236651405,-1.06240839859491,0.288050322685081,0.587603951161059,282.566234415552,229.929616935848,322.690470208727,194.50641924247,247.069357118164
"101","ENSMUSG00000000738",1783.23546763768,-0.359824382252067,0.330971042464985,-1.08717783759023,0.276958223329336,0.578782940706895,1474.74807603336,1592.78516459197,2798.56298163243,1600.85339432707,1449.22772160356
"102","ENSMUSG00000000739",54.2626265161505,-0.278853429122833,0.473007169318852,-0.589533197825294,0.555503649096729,0.789163875577263,69.7972371863118,40.4118720675128,64.5380940417455,53.543901926298,43.0220273588843
"103","ENSMUSG00000000740",3239.95627769847,-0.689224816139937,0.311324893050593,-2.21384422359034,0.026839496722247,0.267081946044367,3993.07742419109,4402.10702969906,3067.23267682844,2962.39832902437,1774.9659287494
"104","ENSMUSG00000000743",954.961832098573,-0.677690205302041,0.37686790365484,-1.79821682539119,0.0721426542651432,0.355156546124438,861.207845927879,752.496928153686,1754.95809797961,768.191082738521,637.95520569317
"105","ENSMUSG00000000751",863.032112088642,-0.153890249845283,0.282269051678011,-0.545189948846494,0.585622883655008,0.806948982226923,810.548560873298,788.728261731456,1097.62565866554,831.569578896179,786.688500276741
"106","ENSMUSG00000000753",1195.23556263521,0.516529126357665,0.293907929405246,1.75745216334557,0.0788407687660119,0.365083916451959,1275.48822148534,950.375750001507,834.214622984043,1610.68798855843,1305.41123014672
"107","ENSMUSG00000000759",672.936735630041,0.0876318225165686,0.260793291456644,0.336020232833087,0.736855609083353,0.888259938671403,643.935801138231,647.983465910119,677.410957460395,736.501834659691,658.851618981771
"108","ENSMUSG00000000776",384.957151398952,-0.443898554651447,0.292478471967318,-1.51771360013482,0.129086614040692,0.42986796848323,458.185089271434,358.132797287958,474.713536173728,328.912540404402,304.841793857237
"109","ENSMUSG00000000782",36.7965735793961,-0.917056537377209,0.542629108803929,-1.69002459045848,0.0910232502519044,0.37859923838765,43.9047137139703,34.8378207478558,56.889134747909,26.2255846169623,22.1256140702834
"110","ENSMUSG00000000787",7806.79557384546,0.637326788114301,0.312661991775167,2.03838907471874,0.04151103803215,0.300486755038722,6806.3563875555,7901.2177456137,4457.43102848322,8502.55307935765,11366.4196282172
"111","ENSMUSG00000000791",4.01707442881607,-0.766760984314496,1.46338466529023,-0.52396406939417,0.600303530957271,NA,1.1257618901018,5.57405131965693,7.6489592938365,3.27819807712029,2.45840156336482
"112","ENSMUSG00000000792",1.13921048653945,-3.20255087676448,3.10398930303628,-1.03175319374709,0.302187751224265,NA,0,1.39351282991423,4.30253960278303,0,0
"113","ENSMUSG00000000794",91.1778511748379,0.433438247630575,0.380927506901022,1.13784969522612,0.255183249822841,0.558068583744893,77.6775704170244,86.3977954546825,76.0115329825002,92.8822788517415,122.920078168241
"114","ENSMUSG00000000804",1310.76489076785,0.492284341694909,0.284092605767147,1.73283053378166,0.0831257940701379,0.369338076499224,1230.45774588127,1247.19398277324,905.92361636376,1396.51238085324,1773.73672796772
"115","ENSMUSG00000000805",421.528236645489,-0.146968103840354,0.286279365036745,-0.513373025755768,0.607690410590297,0.818899145584223,387.26209019502,423.627900293927,503.875193481479,413.052957717156,379.823041539864
"116","ENSMUSG00000000811",496.098205543839,0.0373070854301517,0.296073198662782,0.126006290331748,0.899726945301641,0.966896585642024,461.562374941739,415.266823314442,594.706585095788,543.088148109594,465.867096257633
"117","ENSMUSG00000000817",4.37468952720454,-0.483731418285778,1.40263499895956,-0.344873340993628,0.73018959325267,NA,3.37728567030541,9.75458980939963,1.91223982345912,4.37093076949372,2.45840156336482
"118","ENSMUSG00000000823",372.334607575461,-0.174265971048793,0.354189107976203,-0.492013918904874,0.622709503880924,0.828321692168176,289.320805756163,321.901463710188,557.417908538335,366.065451945099,326.967407927521
"119","ENSMUSG00000000826",1869.86202597508,0.0514685910192111,0.281820404759795,0.182629043709874,0.855089094007561,0.947107124590701,1552.42564645039,1669.42837023725,2305.68316713584,1868.57290395856,1953.20004209335
"120","ENSMUSG00000000827",1226.65403293501,-0.334017604587487,0.262472318849737,-1.27258221381703,0.203166333342309,0.51003443230109,1370.05222025389,1282.03180352109,1359.60251447944,1191.07863468704,930.504991733583
"121","ENSMUSG00000000838",930.134659200132,0.905797516495047,0.355983441910087,2.54449339450971,0.0109436381579894,0.215035925034855,701.349657533423,951.769262831421,417.346341469954,1150.64752506922,1429.56050909664
"122","ENSMUSG00000000861",108.870081749059,0.74845783146589,0.352043818160057,2.12603600136391,0.0335002620028421,0.283682506121478,84.4321417576352,87.7913082845967,84.6166121880663,138.777051931425,148.733294583571
"123","ENSMUSG00000000876",753.979532930558,-0.17161874435828,0.280683109765535,-0.611432389008513,0.54091336576999,0.779600880083234,665.325277050165,865.371467376739,837.561042675097,774.747478892761,626.892398658028
"124","ENSMUSG00000000881",217.44567252533,0.407890089925938,0.303034098451117,1.34602043799944,0.178295925399603,0.485001416581781,175.618854855881,204.846385997392,196.482641860425,254.606717323009,255.673762589941
"125","ENSMUSG00000000884",49.6036292321146,-0.459973861570107,0.523629689103737,-0.878433502037317,0.379708510110941,0.660517842866611,41.6531899337667,40.4118720675128,84.1385522322015,43.7093076949372,38.1052242321547
"126","ENSMUSG00000000889",137.833398815137,-1.3253155141516,0.377426781400631,-3.51145064277992,0.000445668212425081,0.0686165267822938,192.505283207408,132.383718841852,218.95145978607,76.49128846614,68.8352437742149
"127","ENSMUSG00000000901",164.474164520372,-0.474279462581875,0.370759992403109,-1.27920884750212,0.200823521080391,0.507869064869288,140.720236262725,172.795590909365,241.420277711714,151.889844239907,115.544873478146
"128","ENSMUSG00000000902",418.836122815979,-0.490622236563785,0.328113374659088,-1.495282650619,0.134840691003732,0.43659091917591,416.531899337667,376.248464076843,626.258542182863,371.529115406966,303.612593075555
"129","ENSMUSG00000000915",499.400686290917,-0.759724240462815,0.340159343470485,-2.23343634401368,0.0255201837252835,0.263429210302551,491.957945974488,472.400849340925,826.087603734342,395.569234639181,310.987797765649
"130","ENSMUSG00000000916",178.520945782743,-0.77021514178366,0.390259963000113,-1.97359507714461,0.0484278039571898,0.315542376042823,159.858188394456,170.008565249536,310.738971312108,127.849725007691,124.149278949923
"131","ENSMUSG00000000934",114.386335331988,-0.727666767231697,0.367391847349665,-1.98062851007997,0.0476329492710246,0.3130354507452,133.965664922115,117.055077712796,156.325605567783,89.6040807746212,74.9812476826269
"132","ENSMUSG00000000942",3.81485258194738,-0.388005992142781,1.66158859279492,-0.233515079379622,0.815361461534831,NA,1.1257618901018,2.78702565982847,8.60507920556606,6.55639615424057,0
"133","ENSMUSG00000000948",217.709489991919,0.909447475495198,0.377302861032566,2.41039114573982,0.015935425837178,0.235922734315784,130.588379251809,214.600975806792,139.115447156651,220.732003859433,383.510643884911
"134","ENSMUSG00000000957",732.447376621265,0.693440313310676,0.289282998762023,2.39710012782718,0.0165254072383613,0.236418300480777,627.049372786704,483.548951980239,650.639599931967,1077.4344346802,823.564523727214
"135","ENSMUSG00000000958",98.6720370301986,-0.465960681646968,0.391221004056953,-1.19104208826971,0.233637062561222,0.538771549190064,130.588379251809,103.119949413653,99.4364708198745,95.0677442364883,65.1476414291676
"136","ENSMUSG00000000959",1541.33156438315,-0.619540573404277,0.31067381701674,-1.99418341511185,0.0461320139273747,0.31011924497896,1436.4721717699,1553.76680535437,2383.12887998593,1297.07370584726,1036.21625895827
"137","ENSMUSG00000000976",317.824933111801,-0.194422277833263,0.304171026787022,-0.639187367340534,0.522701049159341,0.7673719639798,347.860424041457,270.341489003361,384.838264471149,287.388698094212,298.695789948825
